"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"HSPA1A1",1.30873194052187e-84,1.17895781318689,0.847,0.725,2.54967156652471e-80,"4","HSPA1A",0.122
"HSPA1B1",3.57009154004489e-84,0.943607110962506,0.856,0.725,6.95525233831546e-80,"4","HSPA1B",0.131
"CD71",5.22356653503732e-83,0.570077717780817,0.706,0.412,1.01765523235597e-78,"4","CD7",0.294
"MCTP2",6.62002607521498e-83,0.275355208538677,0.329,0.097,1.28971347997338e-78,"4","MCTP2",0.232
"HSP90AB11",1.58108347812677e-82,0.732754230871238,0.984,0.929,3.08026683208658e-78,"4","HSP90AB1",0.0549999999999999
"PTGDR",1.05570715357291e-76,0.277809519887947,0.344,0.11,2.05672867659074e-72,"4","PTGDR",0.234
"UBB1",1.32808358126065e-74,0.523012917638334,0.971,0.901,2.587372433012e-70,"4","UBB",0.07
"HSP90AA11",1.22171965420671e-73,0.752373157516319,0.997,0.992,2.38015423032551e-69,"4","HSP90AA1",0.005
"HSPD11",7.99014955757207e-73,0.797725464170038,0.802,0.566,1.55664093680619e-68,"4","HSPD1",0.236
"TNFSF14",2.08394516369236e-72,0.292083796081792,0.37,0.129,4.05994196790545e-68,"4","TNFSF14",0.241
"ABCB1",7.33110844076049e-70,0.282853581945144,0.376,0.135,1.42824654642896e-65,"4","ABCB1",0.241
"RAB11FIP1",1.55247532656907e-69,0.389121172635392,0.523,0.242,3.02453243122186e-65,"4","RAB11FIP1",0.281
"HSPH11",1.75001648843834e-69,0.978429577509995,0.75,0.515,3.40938212277557e-65,"4","HSPH1",0.235
"CD631",6.58479143271072e-68,0.385845138085897,0.662,0.364,1.2828490669207e-63,"4","CD63",0.298
"MRPL18",8.1063003780692e-64,0.411278096929833,0.527,0.258,1.57926943965544e-59,"4","MRPL18",0.269
"IFITM21",1.78435924660954e-63,0.532341603138191,0.767,0.55,3.4762886842447e-59,"4","IFITM2",0.217
"ZFAND2A",5.90424032146984e-63,0.311765308125298,0.428,0.178,1.15026409942875e-58,"4","ZFAND2A",0.25
"EOMES1",6.76058557061483e-62,0.287105739709258,0.357,0.132,1.31709728086718e-57,"4","EOMES",0.225
"EGR11",2.14459091684664e-61,0.810806446201781,0.713,0.457,4.17809202420063e-57,"4","EGR1",0.256
"SLFN13",2.18826325622245e-61,0.320415125517772,0.287,0.095,4.26317447577257e-57,"4","SLFN13",0.192
"CD2471",5.73051813182918e-60,0.454489637032862,0.614,0.369,1.11641954244296e-55,"4","CD247",0.245
"FOSB1",2.65937177600179e-59,0.491767933120616,0.929,0.795,5.18098809400668e-55,"4","FOSB",0.134
"ARPC5L",1.07012313376257e-57,0.296629242337094,0.496,0.237,2.08481388919625e-53,"4","ARPC5L",0.259
"CD81",1.28875717348921e-55,0.338179436416198,0.672,0.407,2.51075672539168e-51,"4","CD81",0.265
"AOAH1",6.10628869298164e-55,0.262201215174724,0.364,0.145,1.18962716316668e-50,"4","AOAH",0.219
"CACYBP",6.22288716987669e-55,0.395015113485066,0.623,0.362,1.21234287843538e-50,"4","CACYBP",0.261
"TCP1",9.77679359212518e-55,0.388011765302636,0.667,0.406,1.90471492761783e-50,"4","TCP1",0.261
"AHSA1",4.45796146360227e-53,0.289048415910611,0.488,0.241,8.68500052338995e-49,"4","AHSA1",0.247
"ID21",1.11590438678491e-51,0.482978164121914,0.93,0.794,2.17400492633436e-47,"4","ID2",0.136
"DUSP11",1.15286002548692e-51,0.491879178449214,0.822,0.603,2.24600190165363e-47,"4","DUSP1",0.219
"UBE2S1",1.3400767818481e-50,0.496795384602939,0.739,0.524,2.61073758639646e-46,"4","UBE2S",0.215
"MYBL1",1.36037507733169e-50,0.359982206032278,0.425,0.198,2.65028272565761e-46,"4","MYBL1",0.227
"DYNLL1",5.35883910196473e-48,0.498464339785622,0.806,0.601,1.04400903384477e-43,"4","DYNLL1",0.205
"SRGN",8.66670426946145e-48,0.349294805778786,0.959,0.83,1.68844732577648e-43,"4","SRGN",0.129
"MAT2A",7.77433682810648e-47,0.329992261530992,0.581,0.339,1.5145963008517e-42,"4","MAT2A",0.242
"NEU11",9.88143191166603e-46,0.424174848915203,0.655,0.42,1.92510056503078e-41,"4","NEU1",0.235
"MAPK1",1.31207103093646e-45,0.250193724091438,0.475,0.24,2.55617678247042e-41,"4","MAPK1",0.235
"UBC",4.55316629996521e-45,0.397304397436766,0.98,0.961,8.87047858559221e-41,"4","UBC",0.019
"PPP1R15A1",6.10002543718525e-45,0.485117858833728,0.77,0.574,1.18840695567243e-40,"4","PPP1R15A",0.196
"H2AFX1",7.99844792693164e-45,0.352899502809097,0.594,0.354,1.55825762512482e-40,"4","H2AFX",0.24
"ID1",3.77203504016296e-44,0.330805858384795,0.285,0.112,7.34867866524548e-40,"4","ID1",0.173
"MIDN",1.74619332123341e-43,0.320221674935272,0.689,0.441,3.40193382842693e-39,"4","MIDN",0.248
"GZMA2",3.0257017424309e-43,0.346840125794855,0.806,0.527,5.89467213460388e-39,"4","GZMA",0.279
"PLAC8",4.5036979005317e-43,0.315205753696201,0.479,0.255,8.77410424981587e-39,"4","PLAC8",0.224
"GZMK1",8.35229981417872e-43,0.291817603040233,0.694,0.396,1.6271950497983e-38,"4","GZMK",0.298
"IER5",1.15202588417637e-42,0.443560566500671,0.677,0.459,2.24437682755241e-38,"4","IER5",0.218
"IFRD11",1.66767194287596e-42,0.341136033362238,0.584,0.354,3.24895847911094e-38,"4","IFRD1",0.23
"NR4A11",1.76948230056978e-42,0.426746926613322,0.611,0.381,3.44730541797004e-38,"4","NR4A1",0.23
"SERTAD11",2.19158396972455e-42,0.362080128135869,0.575,0.346,4.26964388981738e-38,"4","SERTAD1",0.229
"CCL42",3.98830585771213e-41,0.301519967798443,0.629,0.353,7.77001747199477e-37,"4","CCL4",0.276
"HSPA81",1.51812848964199e-40,0.380483404618077,0.955,0.906,2.95761792352053e-36,"4","HSPA8",0.0489999999999999
"DNAJA11",2.9238952956276e-40,0.491657207688084,0.892,0.793,5.69633281494169e-36,"4","DNAJA1",0.099
"JUNB1",1.31050716405806e-39,0.437473021133809,0.952,0.916,2.5531300570179e-35,"4","JUNB",0.0359999999999999
"IER21",1.71917483954649e-39,0.377329484815229,0.951,0.867,3.34929642240447e-35,"4","IER2",0.084
"H3F3B1",3.97863381201996e-39,0.322790742186096,0.997,0.987,7.75117439257728e-35,"4","H3F3B",0.01
"STK17A1",2.51447557970919e-37,0.31775532227609,0.741,0.539,4.89870132438945e-33,"4","STK17A",0.202
"MYADM1",7.24541478857e-37,0.3592777749762,0.616,0.393,1.41155170910921e-32,"4","MYADM",0.223
"ZFP361",8.40791363384468e-37,0.394063417507698,0.821,0.666,1.63802973414562e-32,"4","ZFP36",0.155
"FOS1",4.04108459600945e-36,0.348210837684714,0.927,0.807,7.87284100994561e-32,"4","FOS",0.12
"CBX4",5.68972264632934e-36,0.290646551901079,0.438,0.244,1.10847176595788e-31,"4","CBX4",0.194
"TOB2",1.27945993957199e-35,0.269445917868318,0.483,0.269,2.49264385427415e-31,"4","TOB2",0.214
"PMAIP1",2.43717589847176e-35,0.442600957224898,0.485,0.285,4.74810608540269e-31,"4","PMAIP1",0.2
"TAF7",3.11669199255442e-34,0.254092573529899,0.668,0.443,6.07193933989452e-30,"4","TAF7",0.225
"GADD45B1",3.14568067236582e-34,0.375779222896252,0.86,0.719,6.1284150859031e-30,"4","GADD45B",0.141
"KDM6B1",4.18138406178793e-34,0.329137649781978,0.576,0.37,8.14617242917525e-30,"4","KDM6B",0.206
"DNAJB4",8.27952568088766e-34,0.267121327128305,0.298,0.138,1.61301719315053e-29,"4","DNAJB4",0.16
"IDI1",9.34519327815726e-34,0.32114294053067,0.619,0.415,1.8206305544506e-29,"4","IDI1",0.204
"HELZ",2.38436372049059e-33,0.260768799781378,0.505,0.306,4.64521740025977e-29,"4","HELZ",0.199
"CKS2",2.51895417650312e-33,0.261832218700258,0.408,0.218,4.90742652666339e-29,"4","CKS2",0.19
"IFNG1",2.80281836619215e-33,0.496541039388243,0.406,0.215,5.46045074101554e-29,"4","IFNG",0.191
"CYCS1",5.25391100258316e-33,0.255490163376289,0.675,0.464,1.02356694152325e-28,"4","CYCS",0.211
"CITED21",1.26168865346978e-31,0.350858720071314,0.607,0.401,2.45802183468982e-27,"4","CITED2",0.206
"H2AFZ",1.02343239623076e-30,0.390710016602532,0.801,0.65,1.99385099433676e-26,"4","H2AFZ",0.151
"HSPB1",1.21125276898763e-30,0.319978906662687,0.525,0.331,2.35976264454169e-26,"4","HSPB1",0.194
"CHORDC1",2.40428507073594e-30,0.332708577707076,0.555,0.367,4.68402817480775e-26,"4","CHORDC1",0.188
"EIF4A31",3.0891888076964e-30,0.312209857900995,0.534,0.338,6.01835763515413e-26,"4","EIF4A3",0.196
"EIF51",3.55309446005253e-30,0.284193555750225,0.805,0.658,6.92213862707434e-26,"4","EIF5",0.147
"MYL12A",5.9928813265838e-30,0.271295943939218,0.929,0.845,1.16753314004506e-25,"4","MYL12A",0.0840000000000001
"EIF3G",7.06476900952226e-30,0.287212616935829,0.601,0.413,1.37635829843513e-25,"4","EIF3G",0.188
"CD69",3.87979566713282e-29,0.446052858884694,0.671,0.506,7.55861791870815e-25,"4","CD69",0.165
"TIPARP",6.03357276984748e-29,0.26034582587913,0.351,0.189,1.17546064702169e-24,"4","TIPARP",0.162
"DNAJB6",1.25222879373109e-28,0.287198291628975,0.693,0.5,2.43959213594691e-24,"4","DNAJB6",0.193
"AC243960.1",2.05933074472516e-28,0.251103995863681,0.461,0.272,4.01198815687355e-24,"4","AC243960.1",0.189
"HCST1",3.7314271902656e-28,0.254586889111748,0.868,0.722,7.26956645207544e-24,"4","HCST",0.146
"IER3",3.97733569407223e-28,0.328365143226293,0.424,0.244,7.74864539919152e-24,"4","IER3",0.18
"PIP4K2A",6.10713616235358e-28,0.252597124790273,0.568,0.386,1.18979226714972e-23,"4","PIP4K2A",0.182
"ZFAND5",7.73153109146875e-28,0.253148419649717,0.623,0.428,1.50625688723994e-23,"4","ZFAND5",0.195
"CHMP1B1",1.61487306395031e-27,0.253135104122457,0.55,0.35,3.146095703188e-23,"4","CHMP1B",0.2
"FTL",2.25537537356019e-27,0.403446823953121,0.939,0.94,4.39392230276996e-23,"4","FTL",-0.001
"NR4A21",7.51368099919502e-27,0.360498378580926,0.683,0.516,1.46381533226317e-22,"4","NR4A2",0.167
"NFKBIA1",8.72778482114805e-27,0.441442921889316,0.739,0.601,1.70034703885606e-22,"4","NFKBIA",0.138
"DNAJA4",2.33490648672283e-26,0.288218414497614,0.259,0.125,4.54886481743341e-22,"4","DNAJA4",0.134
"TUBA4A",1.36134721090264e-25,0.302624108432449,0.61,0.425,2.65217663628052e-21,"4","TUBA4A",0.185
"NUFIP2",2.25317129823727e-24,0.277378456941547,0.686,0.515,4.38962832322585e-20,"4","NUFIP2",0.171
"JUN1",2.55709294249901e-24,0.48929822745052,0.857,0.859,4.98172847057658e-20,"4","JUN",-0.002
"INTS61",5.22375566935686e-24,0.289313616518365,0.834,0.709,1.0176920795041e-19,"4","INTS6",0.125
"SAP181",7.00464032644911e-24,0.284737633779221,0.763,0.611,1.36464402839882e-19,"4","SAP18",0.152
"BTG21",1.21468942359119e-23,0.287045194580985,0.818,0.674,2.36645793504036e-19,"4","BTG2",0.144
"JUND1",4.57022068736526e-23,0.290624549474884,0.936,0.936,8.90370394312501e-19,"4","JUND",0
"AREG1",2.27516322449814e-21,0.356673447765692,0.322,0.185,4.43247299396727e-17,"4","AREG",0.137
"TUBB4B1",1.42158307671848e-20,0.276798673175234,0.764,0.622,2.76952815006294e-16,"4","TUBB4B",0.142
"DUSP2",5.63506951718643e-20,0.299641588179052,0.683,0.543,1.09782424333826e-15,"4","DUSP2",0.14
"KCNQ1OT11",7.69561826485937e-20,0.527062673612133,0.498,0.347,1.4992603503599e-15,"4","KCNQ1OT1",0.151
"REL1",8.8041677351302e-15,0.252631097374401,0.723,0.587,1.71522795815807e-10,"4","REL",0.136
"ZNF3311",2.50000124260119e-14,0.253128910562508,0.54,0.397,4.87050242083564e-10,"4","ZNF331",0.143
"CXCL13",0,1.74493038121738,0.479,0.028,0,"5","CXCL13",0.451
"GEM",4.04677008744476e-194,0.597198492315039,0.323,0.037,7.88391748435989e-190,"5","GEM",0.286
"CTLA4",4.89037741074467e-166,0.641142321223335,0.501,0.102,9.52743327161276e-162,"5","CTLA4",0.399
"DUSP4",2.11352041463707e-165,0.998036124599116,0.646,0.189,4.11756047179595e-161,"5","DUSP4",0.457
"RBPJ1",3.48144276165687e-112,0.907048542037804,0.741,0.367,6.78254678825992e-108,"5","RBPJ",0.374
"TNFRSF18",1.94327177266917e-101,0.500787343382116,0.394,0.097,3.78588206751408e-97,"5","TNFRSF18",0.297
"RGS1",3.33525904316697e-93,0.940209973168642,0.772,0.411,6.4977516678979e-89,"5","RGS1",0.361
"NR3C1",3.1450632968784e-83,0.640473772691526,0.774,0.467,6.1272123149785e-79,"5","NR3C1",0.307
"AHI11",3.13192761838199e-80,0.534347236071776,0.467,0.16,6.10162138613179e-76,"5","AHI1",0.307
"CD2",4.41645157305009e-70,0.589090727949169,0.96,0.813,8.60413095461618e-66,"5","CD2",0.147
"SAMSN11",1.75149604401393e-64,0.602810573190461,0.707,0.41,3.41226459294794e-60,"5","SAMSN1",0.297
"GAPDH",3.77303508659448e-62,0.567675388559976,0.929,0.817,7.35062695570337e-58,"5","GAPDH",0.112
"TNFAIP31",6.95040022718274e-62,0.770217942060885,0.814,0.593,1.35407697225974e-57,"5","TNFAIP3",0.221
"IFI44L",6.5209961832195e-54,0.387705306291293,0.275,0.081,1.27042047641482e-49,"5","IFI44L",0.194
"XIST1",1.56571222433925e-52,0.483764432224446,0.469,0.189,3.05032055545772e-48,"5","XIST",0.28
"IFI6",5.10175162047257e-50,0.453183806066792,0.374,0.147,9.93923250700465e-46,"5","IFI6",0.227
"ADAM19",4.66258752049139e-48,0.258611073124157,0.293,0.095,9.08365300742132e-44,"5","ADAM19",0.198
"MX1",5.12354951530974e-47,0.397358641433554,0.362,0.141,9.98169916572644e-43,"5","MX1",0.221
"MYL6",2.65018919389631e-46,0.430302724843624,0.931,0.834,5.16309858754879e-42,"5","MYL6",0.0970000000000001
"RNF19A",7.62901091586532e-46,0.469700925601406,0.651,0.414,1.48628390662888e-41,"5","RNF19A",0.237
"SRGN1",4.35362543148603e-45,0.434405045899305,0.941,0.833,8.48173306562108e-41,"5","SRGN",0.108
"TIGIT",5.12995273475166e-43,0.391512788101594,0.495,0.241,9.99417391784319e-39,"5","TIGIT",0.254
"IFI44",1.13789895831032e-42,0.312918564587916,0.271,0.092,2.21685475058017e-38,"5","IFI44",0.179
"SH3BGRL32",1.90282396134665e-41,0.41172047493428,0.931,0.833,3.70708164149554e-37,"5","SH3BGRL3",0.0980000000000001
"CREM",4.44618521369034e-41,0.522276348669459,0.665,0.417,8.66205803331152e-37,"5","CREM",0.248
"LIMA1",1.49303308091433e-40,0.29774904961916,0.331,0.13,2.90872704823729e-36,"5","LIMA1",0.201
"PFN1",1.79567185976063e-39,0.43085491772318,0.929,0.85,3.49832791718566e-35,"5","PFN1",0.0790000000000001
"ZEB21",3.01923746283843e-39,0.453789685454105,0.495,0.259,5.88207842510183e-35,"5","ZEB2",0.236
"REL2",5.41980866495579e-38,0.548083093810109,0.768,0.587,1.05588712410669e-33,"5","REL",0.181
"ALOX5AP",3.90715095906406e-37,0.450413129146896,0.568,0.35,7.61191149844861e-33,"5","ALOX5AP",0.218
"BIRC3",8.61740119831521e-36,0.554687834804208,0.687,0.491,1.67884210145577e-31,"5","BIRC3",0.196
"MT2A",5.57365530545134e-34,0.534026890821479,0.483,0.279,1.08585952660803e-29,"5","MT2A",0.204
"BHLHE401",7.59586970045318e-34,0.304044388267453,0.444,0.223,1.47982733504229e-29,"5","BHLHE40",0.221
"SLA",1.87210737675915e-33,0.377610941592743,0.598,0.384,3.64723959140218e-29,"5","SLA",0.214
"FKBP5",3.63812850310227e-33,0.350925236645382,0.471,0.262,7.08780194974385e-29,"5","FKBP5",0.209
"TRAC",1.55346541429064e-32,0.396005883938976,0.794,0.648,3.02646132012102e-28,"5","TRAC",0.146
"NFKBIZ",3.70704689168778e-32,0.431740199045642,0.539,0.336,7.22206875438613e-28,"5","NFKBIZ",0.203
"HLA-A",5.6439083933366e-32,0.275617827950669,0.994,0.988,1.09954623318984e-27,"5","HLA-A",0.00600000000000001
"ISG15",7.83428995043407e-32,0.588987998464326,0.497,0.305,1.52627636814357e-27,"5","ISG15",0.192
"ICOS",1.78712684409386e-31,0.272677657359946,0.315,0.134,3.48168051766366e-27,"5","ICOS",0.181
"MTHFD2",1.97340229018056e-31,0.262847577901077,0.309,0.132,3.84458234172977e-27,"5","MTHFD2",0.177
"ARID5B",2.66335757913867e-31,0.406980873411596,0.485,0.279,5.18875323567796e-27,"5","ARID5B",0.206
"EPSTI1",6.37055027604373e-31,0.326554920122201,0.388,0.195,1.24111060477884e-26,"5","EPSTI1",0.193
"ATP1B3",2.8315103223425e-29,0.355270275804775,0.527,0.317,5.51634840998765e-25,"5","ATP1B3",0.21
"PDE4D",3.13745467353453e-29,0.340734872122624,0.428,0.233,6.11238919497998e-25,"5","PDE4D",0.195
"SERF2",4.2311947893807e-28,0.294764512557299,0.917,0.838,8.24321368867148e-24,"5","SERF2",0.0790000000000001
"ATP5F1E",6.17863943476051e-28,0.279674275813411,0.974,0.947,1.20372253468004e-23,"5","ATP5F1E",0.027
"IFI16",1.29379116040167e-27,0.369154224494931,0.671,0.518,2.52056393869453e-23,"5","IFI16",0.153
"CD82",1.5154607288631e-27,0.259864998150308,0.347,0.17,2.95242059197109e-23,"5","CD82",0.177
"LINC018711",4.61464294099103e-26,0.411480325760173,0.442,0.262,8.99024737763873e-22,"5","LINC01871",0.18
"PKM",6.29231074486754e-26,0.325245241426026,0.459,0.278,1.22586797931509e-21,"5","PKM",0.181
"S100A111",5.08628041623193e-25,0.374476483130269,0.6,0.426,9.90909150690304e-21,"5","S100A11",0.174
"PAG1",8.44098220947223e-25,0.335869744842949,0.507,0.337,1.64447215404938e-20,"5","PAG1",0.17
"XAF1",1.58192163111284e-24,0.354876408178488,0.451,0.272,3.08189972173404e-20,"5","XAF1",0.179
"RGCC",3.28541023315214e-24,0.362994774007033,0.537,0.351,6.40063621622699e-20,"5","RGCC",0.186
"PRDM1",7.92452201310368e-24,0.338772853674053,0.44,0.266,1.54385537859286e-19,"5","PRDM1",0.174
"ITM2A",1.46053039225587e-23,0.355187867520419,0.509,0.34,2.84540531019288e-19,"5","ITM2A",0.169
"LDLRAD41",3.84167590820376e-23,0.265925046868458,0.339,0.172,7.48435300436257e-19,"5","LDLRAD4",0.167
"PSMA7",5.12896064378826e-23,0.311568049855421,0.677,0.541,9.99224112622828e-19,"5","PSMA7",0.136
"PHLDA1",6.48523594263711e-23,0.251303406264428,0.319,0.159,1.26345366634456e-18,"5","PHLDA1",0.16
"EZH2",9.36781813648871e-23,0.258244129640404,0.273,0.128,1.82503832935073e-18,"5","EZH2",0.145
"RGS2",2.92256556273377e-22,0.348415774484967,0.533,0.354,5.69374222931792e-18,"5","RGS2",0.179
"TNFRSF1B",3.1634153489696e-22,0.252320921667217,0.485,0.303,6.16296578286258e-18,"5","TNFRSF1B",0.182
"FABP5",3.69061086113094e-22,0.309304851315017,0.362,0.195,7.19004807965529e-18,"5","FABP5",0.167
"LIMS1",4.2741012545711e-22,0.258302419886656,0.4,0.228,8.32680406415543e-18,"5","LIMS1",0.172
"GNG5",7.99287363525324e-22,0.281172992829781,0.455,0.29,1.55717164162004e-17,"5","GNG5",0.165
"ARPC2",4.34564233237602e-21,0.260953262876225,0.842,0.757,8.46618039193497e-17,"5","ARPC2",0.085
"EIF2AK2",7.60744098849843e-21,0.268217485315571,0.372,0.213,1.48208165337926e-16,"5","EIF2AK2",0.159
"IQGAP1",1.26293553190631e-20,0.329271680836215,0.638,0.518,2.46045100325987e-16,"5","IQGAP1",0.12
"DEK",1.77446782166361e-20,0.373116474135356,0.651,0.526,3.45701821016505e-16,"5","DEK",0.125
"STAT1",1.90896265654924e-20,0.325265932982105,0.558,0.396,3.71904104748922e-16,"5","STAT1",0.162
"MAF",8.92442089981786e-20,0.38441683045945,0.473,0.315,1.73865567970252e-15,"5","MAF",0.158
"CXCR4",1.17644065236073e-19,0.326234850402336,0.733,0.593,2.29194167892917e-15,"5","CXCR4",0.14
"TPM3",1.36990124477852e-19,0.305093751087327,0.772,0.693,2.6688416050775e-15,"5","TPM3",0.0790000000000001
"CD522",1.38145352431582e-19,0.304505065875674,0.869,0.769,2.69134775607209e-15,"5","CD52",0.1
"LY6E",2.11797763952584e-19,0.29931441683771,0.479,0.328,4.12624403732425e-15,"5","LY6E",0.151
"HMGB1",2.78716624969212e-19,0.323246181552644,0.964,0.909,5.42995728765019e-15,"5","HMGB1",0.0549999999999999
"RHOA",2.93176015396569e-19,0.272306150070757,0.63,0.503,5.71165513195596e-15,"5","RHOA",0.127
"TAP1",7.15723466273742e-19,0.25021440551718,0.463,0.306,1.3943724569945e-14,"5","TAP1",0.157
"TANK",1.17192969610593e-18,0.280397740366211,0.448,0.293,2.28315343395357e-14,"5","TANK",0.155
"CDK6",1.65588897192752e-18,0.256177093152149,0.323,0.179,3.22600289510919e-14,"5","CDK6",0.144
"HNRNPM",2.48270418234918e-18,0.27327736436226,0.574,0.434,4.83680428805267e-14,"5","HNRNPM",0.14
"COTL1",4.89841864629858e-17,0.291564261796418,0.578,0.444,9.54309920671889e-13,"5","COTL1",0.134
"CFLAR",4.61764502882343e-16,0.261753330333438,0.606,0.477,8.9960960451538e-12,"5","CFLAR",0.129
"SMC4",6.52052828307453e-16,0.284245233779422,0.352,0.213,1.27032932010858e-11,"5","SMC4",0.139
"LYST1",1.62979737374883e-14,0.250871344284701,0.432,0.298,3.17517124353748e-10,"5","LYST",0.134
"IFITM22",3.52145083144718e-13,0.297135700363471,0.638,0.558,6.8604905098254e-09,"5","IFITM2",0.08
"RNF213",7.55824118802865e-12,0.289300423532616,0.784,0.729,1.47249654825174e-07,"5","RNF213",0.055
"EIF3J",2.25217154712405e-11,0.256119993408505,0.42,0.312,4.38768060810708e-07,"5","EIF3J",0.108
"ISG20",1.04674142794685e-10,0.267732963369655,0.446,0.347,2.03926164992606e-06,"5","ISG20",0.099
"TRBC2",1.42674822018582e-09,0.261160831452146,0.727,0.669,2.77959088256601e-05,"5","TRBC2",0.0579999999999999
"TRBC1",2.85228766461936e-09,0.339534202567219,0.547,0.479,5.55682682821144e-05,"5","TRBC1",0.0680000000000001
"HMGN2",1.49609654050237e-06,0.367572861343763,0.558,0.534,0.0291469528020671,"5","HMGN2",0.024
"HMGB2",0.00358123478807517,0.361815403412389,0.404,0.384,1,"5","HMGB2",0.02
"IL2RA",0,1.12479686352938,0.57,0.03,0,"6","IL2RA",0.54
"CTLA41",0,1.11867232302568,0.715,0.096,0,"6","CTLA4",0.619
"TNFRSF4",0,1.01514926121495,0.522,0.057,0,"6","TNFRSF4",0.465
"FOXP3",0,0.851378251617327,0.589,0.008,0,"6","FOXP3",0.581
"RTKN2",0,0.67887423175895,0.433,0.033,0,"6","RTKN2",0.4
"LAYN",2.0536557420079e-305,0.336573431991611,0.278,0.014,4.00093211657978e-301,"6","LAYN",0.264
"IKZF4",7.84787756592671e-259,0.385153221961917,0.315,0.024,1.52892350739384e-254,"6","IKZF4",0.291
"LAIR2",3.5709062051516e-257,0.502886425800674,0.413,0.043,6.95683946887634e-253,"6","LAIR2",0.37
"TBC1D4",2.61983558848226e-249,0.654766957093393,0.574,0.093,5.10396369348114e-245,"6","TBC1D4",0.481
"TNFRSF181",1.81172989522187e-242,0.795127183252266,0.567,0.092,3.52961218187125e-238,"6","TNFRSF18",0.475
"TNFRSF9",1.46400870813441e-225,0.692454523642684,0.454,0.062,2.85218176518746e-221,"6","TNFRSF9",0.392
"GK",7.55378046201681e-220,0.462177327977345,0.348,0.036,1.47162750961011e-215,"6","GK",0.312
"BATF",2.03227826441149e-201,1.00860448209987,0.633,0.149,3.95928451472646e-197,"6","BATF",0.484
"ICOS1",3.83518104770364e-190,0.785414595584166,0.585,0.125,7.47169971713623e-186,"6","ICOS",0.46
"ZC3H12D",8.42613534848801e-170,0.53438019727217,0.483,0.091,1.64157968859243e-165,"6","ZC3H12D",0.392
"LINC01943",2.56916198652734e-164,0.490308075260432,0.417,0.07,5.00524138215256e-160,"6","LINC01943",0.347
"IKZF2",3.8442128229296e-164,0.640555184691158,0.587,0.137,7.48929542163145e-160,"6","IKZF2",0.45
"STAM",6.27963074107471e-159,0.427068121994324,0.446,0.081,1.22339766097618e-154,"6","STAM",0.365
"DUSP41",6.27148546216802e-146,0.783460304888431,0.661,0.19,1.22181079773957e-141,"6","DUSP4",0.471
"TNFRSF1B1",2.37558607586814e-137,0.845920657394773,0.741,0.294,4.62811679300631e-133,"6","TNFRSF1B",0.447
"DUSP16",6.47937757114603e-132,0.552755696435613,0.546,0.147,1.26231233841067e-127,"6","DUSP16",0.399
"ARID5B1",5.28913799819667e-127,0.792849301281892,0.72,0.272,1.03042986480867e-122,"6","ARID5B",0.448
"TIGIT1",2.15264830570521e-116,0.644211495894269,0.663,0.235,4.1937894291749e-112,"6","TIGIT",0.428
"MIR4435-2HG",3.857319328033e-112,0.527187167243892,0.474,0.126,7.5148295148739e-108,"6","MIR4435-2HG",0.348
"FRMD4B",7.45425353156739e-101,0.407327282135299,0.354,0.076,1.45223767301996e-96,"6","FRMD4B",0.278
"XIST2",1.07793912448831e-98,0.708435543430079,0.572,0.186,2.10004100232812e-94,"6","XIST",0.386
"DNPH1",1.24224994534485e-92,0.357256328195173,0.383,0.095,2.42015134352084e-88,"6","DNPH1",0.288
"IL321",1.72713941117152e-86,0.736929709957215,0.985,0.899,3.36481300084435e-82,"6","IL32",0.086
"MAST4",2.77614159053717e-86,0.305382264736856,0.309,0.066,5.40847904668452e-82,"6","MAST4",0.243
"NAMPT",2.58330468879245e-85,0.618414058813945,0.607,0.252,5.03279419470546e-81,"6","NAMPT",0.355
"APOLD1",2.59771667881897e-79,0.391754088575923,0.37,0.1,5.06087163367513e-75,"6","APOLD1",0.27
"SNX9",1.04651483598798e-77,0.311975527319411,0.339,0.086,2.03882020347179e-73,"6","SNX9",0.253
"CCR6",6.30819045476902e-74,0.435575150304594,0.339,0.09,1.2289616643981e-69,"6","CCR6",0.249
