"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"HLA-A1",6.5086767861646e-74,0.437517231547522,1,0.988,1.26802041148059e-69,"6","HLA-A",0.012
"RGS11",8.86617979368585e-72,0.67241717498762,0.785,0.412,1.72730914740588e-67,"6","RGS1",0.373
"CD27",3.04048504306716e-70,0.421752663553246,0.489,0.181,5.92347296090343e-66,"6","CD27",0.308
"GAPDH1",2.52353045419646e-69,0.658382326263047,0.946,0.817,4.91634203086554e-65,"6","GAPDH",0.129
"PELI1",3.20258144014191e-69,0.29774483676582,0.343,0.095,6.23926916168446e-65,"6","PELI1",0.248
"GLRX",7.0765401374875e-68,0.430163203855101,0.43,0.15,1.37865154958532e-63,"6","GLRX",0.28
"CD21",1.29104817262218e-67,0.587689131521242,0.954,0.814,2.51522004990254e-63,"6","CD2",0.14
"PKM1",1.99623126001897e-67,0.57305596546099,0.583,0.274,3.88905774076897e-63,"6","PKM",0.309
"TRAC1",1.85949231064522e-65,0.551043033856294,0.859,0.646,3.62266291959902e-61,"6","TRAC",0.213
"AC005224.3",4.40586541955682e-63,0.324551526431693,0.254,0.06,8.5835070103806e-59,"6","AC005224.3",0.194
"S100A41",7.39406915392592e-63,0.686028459339455,0.946,0.793,1.44051255256785e-58,"6","S100A4",0.153
"CD4",1.63506480436771e-62,0.343209647544167,0.402,0.135,3.18543325186918e-58,"6","CD4",0.267
"MAF1",4.20486662038941e-62,0.51165534560417,0.633,0.309,8.19192114984266e-58,"6","MAF",0.324
"SPOCK2",6.84632084814002e-62,0.505853532201441,0.707,0.415,1.33380022763464e-57,"6","SPOCK2",0.292
"PHLDA11",1.12461662970941e-59,0.351669814383714,0.437,0.155,2.19097811799987e-55,"6","PHLDA1",0.282
"CYTOR",2.51690843377872e-59,0.536505305184187,0.648,0.344,4.90344101068769e-55,"6","CYTOR",0.304
"SPATS2L",4.55083160011186e-59,0.329826368279746,0.311,0.09,8.86593012333793e-55,"6","SPATS2L",0.221
"UGP2",1.23059471551104e-58,0.558345957067767,0.587,0.295,2.3974446247586e-54,"6","UGP2",0.292
"B2M",2.5905115997198e-56,0.280717272445174,1,1,5.04683469857411e-52,"6","B2M",0
"TRAF3",3.30588369692176e-56,0.274522712922388,0.335,0.103,6.44052261834296e-52,"6","TRAF3",0.232
"LTB1",1.99483395204781e-55,0.626400607264941,0.791,0.513,3.88633550537954e-51,"6","LTB",0.278
"ENO1",3.71850909775441e-54,0.696174575685341,0.672,0.43,7.24439942424515e-50,"6","ENO1",0.242
"TNFAIP32",4.67996665166993e-51,0.59610471004428,0.837,0.592,9.11751103078336e-47,"6","TNFAIP3",0.245
"CREM1",8.72410625637784e-51,0.57869007438683,0.702,0.416,1.69963038086753e-46,"6","CREM",0.286
"MYL61",2.26439719186736e-50,0.515371517693871,0.928,0.835,4.41149860919599e-46,"6","MYL6",0.0930000000000001
"DPYSL2",2.96155167465109e-50,0.267678957688567,0.278,0.081,5.76969497255525e-46,"6","DPYSL2",0.197
"CORO1B",4.35182759889797e-49,0.432904159533135,0.483,0.22,8.47823052817303e-45,"6","CORO1B",0.263
"CD28",2.42507994476741e-48,0.303009076158107,0.441,0.181,4.72454074839587e-44,"6","CD28",0.26
"BIRC31",2.54718995198634e-48,0.566919063727395,0.748,0.489,4.96243546445978e-44,"6","BIRC3",0.259
"RPS27L",2.23916573836926e-47,0.505881982331481,0.648,0.389,4.36234269149099e-43,"6","RPS27L",0.259
"NEAT11",7.40112552941691e-47,0.599557612960374,0.959,0.916,1.441887275641e-42,"6","NEAT1",0.0429999999999999
"PMAIP11",1.14535018825218e-46,0.466105070692361,0.563,0.286,2.2313712367529e-42,"6","PMAIP1",0.277
"PHACTR2",1.43270809299989e-46,0.3413660461971,0.45,0.19,2.79120190678238e-42,"6","PHACTR2",0.26
"SYNGR2",5.38779335820269e-46,0.287733810068416,0.346,0.124,1.04964990204505e-41,"6","SYNGR2",0.222
"BTG3",8.23063604739235e-46,0.33072281646693,0.424,0.175,1.60349251475298e-41,"6","BTG3",0.249
"FAM129A",2.30567826129194e-45,0.39763928112959,0.5,0.238,4.49192238864895e-41,"6","FAM129A",0.262
"PRDM11",2.39005295319915e-45,0.443520867545844,0.533,0.263,4.65630116342259e-41,"6","PRDM1",0.27
"SELL",3.03872170128957e-44,0.323749899360218,0.328,0.116,5.92003761845234e-40,"6","SELL",0.212
"ATP13A3",1.24046839779879e-43,0.271029999611916,0.333,0.12,2.41668053259159e-39,"6","ATP13A3",0.213
"GBP2",3.86453723793187e-43,0.435289555512433,0.567,0.312,7.52889144693886e-39,"6","GBP2",0.255
"IRF4",2.20569872263114e-42,0.310725297173569,0.289,0.095,4.29714225142999e-38,"6","IRF4",0.194
"PHTF2",2.40555483084236e-42,0.312756131128009,0.374,0.152,4.68650192144709e-38,"6","PHTF2",0.222
"USP12",8.05201926944488e-42,0.250668421465082,0.324,0.118,1.56869439407325e-37,"6","USP12",0.206
"CARD16",1.04394088265077e-41,0.370664479715689,0.441,0.205,2.03380562758023e-37,"6","CARD16",0.236
"SMAP2",1.22544445214026e-39,0.381177733530025,0.598,0.351,2.38741088165966e-35,"6","SMAP2",0.247
"RHOG",2.53596476419152e-39,0.295829458597016,0.417,0.186,4.94056655359791e-35,"6","RHOG",0.231
"RPS26",1.63069055840222e-37,0.42032450392302,0.785,0.637,3.1769113458792e-33,"6","RPS26",0.148
"EIF3J1",1.16645723609992e-36,0.40253305021394,0.541,0.308,2.27249198736986e-32,"6","EIF3J",0.233
"LIMA11",1.46094895104959e-36,0.262096354909003,0.33,0.131,2.84622074643481e-32,"6","LIMA1",0.199
"IL2RG",3.69453579280126e-36,0.395742924781814,0.674,0.47,7.19769463153541e-32,"6","IL2RG",0.204
"RAB11FIP11",1.39706061917222e-35,0.407202147884758,0.476,0.248,2.72175349827132e-31,"6","RAB11FIP1",0.228
"OAZ1",2.9775471234541e-35,0.318099031352603,0.902,0.814,5.80085730591328e-31,"6","OAZ1",0.0880000000000001
"RHOH",3.13778631090492e-35,0.348123123124517,0.537,0.298,6.11303529090496e-31,"6","RHOH",0.239
"EPSTI11",4.59936340520148e-34,0.286013472587039,0.415,0.194,8.96047978601353e-30,"6","EPSTI1",0.221
"SEC14L1",6.59012593298839e-34,0.255991141467701,0.326,0.133,1.2838883342648e-29,"6","SEC14L1",0.193
"VMP1",1.50280527432425e-33,0.422452993607778,0.73,0.512,2.9277652354385e-29,"6","VMP1",0.218
"POU2F2",2.24993382580006e-33,0.288453582341812,0.333,0.139,4.38332107942368e-29,"6","POU2F2",0.194
"CYTIP",2.34993684402968e-33,0.384738434847263,0.643,0.436,4.57814695953863e-29,"6","CYTIP",0.207
"MAT2B",7.6488334209434e-32,0.300014303745932,0.48,0.256,1.49014572706819e-27,"6","MAT2B",0.224
"PPM1G",1.10571936424251e-31,0.287481339239771,0.433,0.221,2.15416246541727e-27,"6","PPM1G",0.212
"CCNG2",1.11675768622923e-31,0.295238526079194,0.287,0.116,2.17566732431179e-27,"6","CCNG2",0.171
"SLC5A3",2.17307457812958e-31,0.362069991806304,0.491,0.267,4.23358389311204e-27,"6","SLC5A3",0.224
"RNF2131",7.74164564107102e-30,0.455388064688811,0.835,0.727,1.50822740379346e-25,"6","RNF213",0.108
"CTSC",1.10540502883009e-29,0.424542314843131,0.572,0.368,2.15355007716678e-25,"6","CTSC",0.204
"PRDM2",3.71637868529741e-29,0.403707972108826,0.563,0.368,7.24024895469642e-25,"6","PRDM2",0.195
"TFRC",5.30275213737626e-29,0.390632565912161,0.507,0.297,1.03308217140364e-24,"6","TFRC",0.21
"CFLAR1",1.14620091826099e-28,0.408580424484088,0.665,0.476,2.23302862895606e-24,"6","CFLAR",0.189
"PRDX1",4.19096110248904e-28,0.287578569162036,0.528,0.319,8.16483041986915e-24,"6","PRDX1",0.209
"LGALS3",8.85314693623848e-28,0.288265383097121,0.35,0.166,1.72477008611798e-23,"6","LGALS3",0.184
"PDE4B",1.78810058476529e-27,0.329328437055099,0.548,0.328,3.48357755923973e-23,"6","PDE4B",0.22
"PFN11",2.14378274934682e-27,0.397717750545481,0.913,0.851,4.17651755227748e-23,"6","PFN1",0.0620000000000001
"STK17B",3.39295087294077e-27,0.33908643698109,0.78,0.648,6.6101468906632e-23,"6","STK17B",0.132
"ARPC1B",5.03436609752508e-27,0.357486748251954,0.611,0.437,9.80795203119836e-23,"6","ARPC1B",0.174
"NFAT5",3.38419407778307e-26,0.295065690771298,0.457,0.258,6.59308690233698e-22,"6","NFAT5",0.199
"ATP5F1E1",9.55229309832807e-26,0.33419602507946,0.963,0.948,1.86097774141627e-21,"6","ATP5F1E",0.015
"ZBTB38",1.35965639061679e-25,0.278595222781316,0.511,0.305,2.64888258019964e-21,"6","ZBTB38",0.206
"SUMO2",1.39035112496148e-25,0.295061926426792,0.702,0.552,2.70868206164996e-21,"6","SUMO2",0.15
"PIM3",1.66354447464122e-25,0.256194453680862,0.35,0.171,3.24091734549603e-21,"6","PIM3",0.179
"SAT11",2.3485140525006e-25,0.391419882697176,0.828,0.689,4.57537507708168e-21,"6","SAT1",0.139
"SMC41",2.41941538301155e-25,0.338888202888127,0.396,0.212,4.71350504918309e-21,"6","SMC4",0.184
"TTN",3.09366331023695e-25,0.257820977177775,0.339,0.161,6.02707486100362e-21,"6","TTN",0.178
"LINC00513",3.9649870126135e-25,0.260548889935793,0.346,0.171,7.72458769797362e-21,"6","LINC00513",0.175
"IL2RB2",4.11000629446362e-25,0.282029769072873,0.535,0.327,8.00711426287403e-21,"6","IL2RB",0.208
"RYBP",6.09465438054366e-25,0.274898360899989,0.348,0.171,1.18736056641752e-20,"6","RYBP",0.177
"CD742",9.99223026148482e-25,0.360151261055109,0.726,0.55,1.94668629954247e-20,"6","CD74",0.176
"LGALS11",1.43488090420522e-24,0.605478036497836,0.485,0.307,2.7954349775726e-20,"6","LGALS1",0.178
"SAMSN12",1.59643847963518e-24,0.342139440301037,0.628,0.413,3.11018144602525e-20,"6","SAMSN1",0.215
"LIMS11",1.96399913420242e-24,0.251509805848676,0.422,0.228,3.82626311325316e-20,"6","LIMS1",0.194
"TYMP",3.54358030248827e-24,0.343532436296419,0.417,0.24,6.90360314530765e-20,"6","TYMP",0.177
"ARPP19",4.81339489663673e-24,0.280169000941368,0.409,0.23,9.37745593762768e-20,"6","ARPP19",0.179
"MT2A1",5.37672145826999e-24,0.378065842608377,0.472,0.28,1.04749287450016e-19,"6","MT2A",0.192
"PIM2",7.99941727643764e-24,0.259979014003935,0.348,0.177,1.55844647379558e-19,"6","PIM2",0.171
"S100A61",5.09667549027626e-23,0.411315841162039,0.813,0.746,9.92934319015622e-19,"6","S100A6",0.0669999999999999
"COX8A",7.24632744696459e-23,0.286468554280346,0.596,0.418,1.41172951321764e-18,"6","COX8A",0.178
"SRGN2",9.5814509350001e-23,0.344356042258736,0.913,0.834,1.86665827115672e-18,"6","SRGN",0.0790000000000001
"REL3",3.4771495539686e-22,0.39334505638041,0.759,0.588,6.77418276104162e-18,"6","REL",0.171
"COX17",4.2295236336946e-22,0.303952852146122,0.433,0.256,8.23995794316381e-18,"6","COX17",0.177
"SERBP1",5.31397941713051e-21,0.355155835743705,0.709,0.592,1.03526947004537e-16,"6","SERBP1",0.117
"FAM107B",7.38119927646395e-21,0.326571658433672,0.628,0.477,1.43800524304071e-16,"6","FAM107B",0.151
"MALT1",1.58683498201407e-20,0.268066483975982,0.35,0.193,3.0914719119598e-16,"6","MALT1",0.157
"TXN",2.58902894275624e-20,0.343488558615823,0.489,0.325,5.0439461862777e-16,"6","TXN",0.164
"PAK2",3.26180310459323e-20,0.253801139146492,0.585,0.411,6.35464480836853e-16,"6","PAK2",0.174
"GBP5",3.38568598054547e-20,0.283558777472413,0.537,0.367,6.59599342729869e-16,"6","GBP5",0.17
"CDV3",6.85977911641917e-20,0.267207020776674,0.578,0.408,1.33642216746078e-15,"6","CDV3",0.17
"GPR1831",7.7273828338559e-20,0.272872187763733,0.42,0.244,1.50544872369181e-15,"6","GPR183",0.176
"NDUFB1",1.52598021949667e-19,0.269455056272593,0.47,0.31,2.9729146636234e-15,"6","NDUFB1",0.16
"TPM4",1.79852676867418e-19,0.297398551318483,0.502,0.335,3.50388985073104e-15,"6","TPM4",0.167
"RASGRP1",3.06418674387738e-19,0.273628987364426,0.543,0.381,5.9696486144219e-15,"6","RASGRP1",0.162
"SOD1",3.4135372555172e-19,0.309254330008012,0.67,0.54,6.65025328119861e-15,"6","SOD1",0.13
"DYNC1I2",8.76327985675338e-19,0.260668388593107,0.407,0.244,1.70726218169269e-14,"6","DYNC1I2",0.163
"GADD45A",8.83236776388172e-19,0.282151826512911,0.428,0.256,1.72072188775944e-14,"6","GADD45A",0.172
"YWHAB",2.15485810905764e-18,0.254805939747411,0.761,0.649,4.19809456806609e-14,"6","YWHAB",0.112
"ISG201",4.37645160710495e-18,0.289021331028965,0.504,0.346,8.52620302096187e-14,"6","ISG20",0.158
"EZR",6.17718329863097e-18,0.275471007763108,0.607,0.452,1.20343885023929e-13,"6","EZR",0.155
"ARL6IP5",6.89047391354474e-18,0.277578187682097,0.678,0.55,1.34240212783679e-13,"6","ARL6IP5",0.128
"PPA1",1.31337862923252e-17,0.250421252087194,0.385,0.234,2.5587242454708e-13,"6","PPA1",0.151
"GBP4",3.74433896101811e-17,0.281156765928532,0.357,0.209,7.29472116385548e-13,"6","GBP4",0.148
"SUB1",4.63701370384622e-17,0.270893149213449,0.73,0.636,9.0338300978332e-13,"6","SUB1",0.094
"POMP",9.62831450166078e-17,0.258355002735004,0.474,0.324,1.87578823121355e-12,"6","POMP",0.15
"ATP5ME",1.93766777036281e-16,0.257457436111432,0.541,0.407,3.77496435022083e-12,"6","ATP5ME",0.134
"TRBC21",2.81546875798463e-16,0.335471589618393,0.757,0.668,5.48509623430566e-12,"6","TRBC2",0.089
"CACYBP1",3.8860591951558e-16,0.275908313463498,0.515,0.371,7.57082052400252e-12,"6","CACYBP",0.144
"IFI161",6.55021430808324e-16,0.270583000122724,0.652,0.519,1.27611275150078e-11,"6","IFI16",0.133
"ARHGDIB",6.97972267850791e-16,0.277773810859176,0.807,0.755,1.35978957222691e-11,"6","ARHGDIB",0.052
"NSD3",8.89164447311733e-16,0.250407140585614,0.559,0.424,1.73227017625272e-11,"6","NSD3",0.135
"TOP1",1.0173605439277e-15,0.267002803438908,0.489,0.345,1.98202181167994e-11,"6","TOP1",0.144
"ARF6",1.90816723378728e-15,0.265322515867216,0.583,0.456,3.71749140486437e-11,"6","ARF6",0.127
"CCND2",4.18914521119546e-15,0.303994778431504,0.613,0.486,8.161292700451e-11,"6","CCND2",0.127
"ATP5IF1",1.18844299841834e-14,0.250769754961888,0.511,0.383,2.31532464951861e-10,"6","ATP5IF1",0.128
"ACTB",1.6930070791819e-14,0.27519363454079,1,0.995,3.29831639166218e-10,"6","ACTB",0.005
"ISG151",2.0201458867276e-14,0.288120919862493,0.45,0.307,3.93564821652271e-10,"6","ISG15",0.143
"CBX3",2.47035563190119e-14,0.285571091770952,0.596,0.479,4.81274684206989e-10,"6","CBX3",0.117
"FTH1",3.02162461638027e-14,0.293787355028813,0.978,0.959,5.88672907763204e-10,"6","FTH1",0.019
"JPT1",4.62845425156684e-14,0.250349437890854,0.415,0.28,9.01715457290251e-10,"6","JPT1",0.135
"PARK7",9.63827254823209e-14,0.266172238274496,0.515,0.392,1.87772825784658e-09,"6","PARK7",0.123
"NFE2L2",1.11275382364148e-13,0.252200923180743,0.446,0.303,2.16786699921832e-09,"6","NFE2L2",0.143
"TRBC11",9.02035710085816e-10,0.399233290005264,0.554,0.479,1.75734597038919e-05,"6","TRBC1",0.0750000000000001
"HIST1H4C",4.71159997504938e-07,0.251338627655282,0.402,0.538,0.0091791390713912,"6","HIST1H4C",-0.136
"HMGN21",2.34898306907969e-05,0.313186906187561,0.57,0.534,0.457628881518106,"6","HMGN2",0.0359999999999999
"TUBB",0.00103612245152242,0.351947075908602,0.376,0.33,1,"6","TUBB",0.046
"KIT",0,0.61267125631036,0.431,0.004,0,"7","KIT",0.427
"PCDH9",0,0.546245017938083,0.382,0.006,0,"7","PCDH9",0.376
"TGM2",0,0.295836213438997,0.268,0.003,0,"7","TGM2",0.265
"SCN1B",2.67221220877179e-269,0.619268414798536,0.374,0.01,5.2060038251292e-265,"7","SCN1B",0.364
"TCF4",7.38801647010832e-166,0.377894426222881,0.293,0.011,1.4393333687065e-161,"7","TCF4",0.282
"SPINK2",5.37303724805119e-165,0.382856274495268,0.325,0.013,1.04677511666533e-160,"7","SPINK2",0.312
"IL1R1",4.55251748705666e-163,0.428958188125361,0.358,0.016,8.86921456828378e-159,"7","IL1R1",0.342
"AFF3",1.75074778484052e-126,0.323414241159449,0.301,0.015,3.41080683442631e-122,"7","AFF3",0.286
"LST1",2.41354217838312e-118,0.887941260621881,0.602,0.071,4.702062871926e-114,"7","LST1",0.531
"IL4I1",2.09814522971559e-93,0.416731793173589,0.35,0.028,4.0876065365319e-89,"7","IL4I1",0.322
"FXYD7",9.08015307930005e-69,0.349353227787841,0.325,0.033,1.76899542290924e-64,"7","FXYD7",0.292
"GSN",6.67432034787966e-68,0.465939632493035,0.26,0.022,1.30029109017391e-63,"7","GSN",0.238
"TYROBP2",4.66432128977704e-65,0.631490426339427,0.667,0.128,9.08703073674362e-61,"7","TYROBP",0.539
"KRT86",1.53628504158523e-61,0.397332726555569,0.293,0.029,2.99299051801635e-57,"7","KRT86",0.264
"FCER1G1",9.46447102595201e-58,0.466953429730499,0.423,0.061,1.84386824527597e-53,"7","FCER1G",0.362
"TOX2",3.70797877065435e-53,0.414114620313572,0.366,0.052,7.2238842409888e-49,"7","TOX2",0.314
"CXXC5",5.12067502710339e-50,0.295463626941859,0.285,0.034,9.97609908780282e-46,"7","CXXC5",0.251
"SOX4",2.58954909344076e-46,0.567214562226031,0.317,0.045,5.0449595438413e-42,"7","SOX4",0.272
"MFGE8",3.63280115988765e-41,0.375983460192832,0.268,0.037,7.07742321969313e-37,"7","MFGE8",0.231
"SVIL",5.34131566191941e-40,0.309420271787415,0.333,0.056,1.04059511725514e-35,"7","SVIL",0.277
"TNFSF13B",8.8016502977667e-36,0.495882902561176,0.341,0.065,1.71473751101091e-31,"7","TNFSF13B",0.276
"TNFRSF182",6.09543677386734e-35,0.530097218091504,0.447,0.105,1.18751299228484e-30,"7","TNFRSF18",0.342
"NRIP1",2.4300972011235e-33,0.343354377752108,0.398,0.088,4.73431536722879e-29,"7","NRIP1",0.31
"LTA4H",1.01031908562281e-32,0.353710072855649,0.382,0.085,1.96830364261036e-28,"7","LTA4H",0.297
"SSBP2",3.52912455131542e-31,0.319205261736343,0.341,0.071,6.8754404508727e-27,"7","SSBP2",0.27
"IL18R1",2.18887390878563e-28,0.418012738359309,0.423,0.114,4.26436414909616e-24,"7","IL18R1",0.309
"ICAM1",3.46096162167768e-27,0.316711149316931,0.317,0.069,6.74264543135245e-23,"7","ICAM1",0.248
"AHR",9.75490871464825e-25,0.443963255213591,0.39,0.108,1.90045131578777e-20,"7","AHR",0.282
"TIMP1",1.99834712237761e-24,0.337337988240392,0.407,0.114,3.89317986381606e-20,"7","TIMP1",0.293
"FXYD5",1.90883918704865e-22,0.661912777072539,0.715,0.43,3.71880050420818e-18,"7","FXYD5",0.285
"TNFRSF41",2.06294574278817e-22,0.264356732659291,0.301,0.071,4.01903089609992e-18,"7","TNFRSF4",0.23
"MAP3K8",3.26481732868576e-22,0.425156352051661,0.415,0.131,6.36051711974559e-18,"7","MAP3K8",0.284
"SEC11A",6.49580918342448e-20,0.438839917002751,0.626,0.292,1.26551354511476e-15,"7","SEC11A",0.334
"AREG2",2.00689319842772e-19,0.718227144467101,0.488,0.189,3.90982932917687e-15,"7","AREG",0.299
"KLRB12",2.01676721877648e-19,0.685314840739465,0.764,0.394,3.92906589562034e-15,"7","KLRB1",0.37
"NFKBIA2",5.05457940900802e-18,0.778320378224783,0.886,0.605,9.84733160462942e-14,"7","NFKBIA",0.281
"H2AFY",5.32870588537354e-18,0.392664373831224,0.512,0.218,1.03813848058847e-13,"7","H2AFY",0.294
"SPRY1",8.70561455577273e-18,0.286744988214308,0.268,0.069,1.69602782775564e-13,"7","SPRY1",0.199
"CAPG",3.08176928062218e-16,0.342335675551727,0.325,0.104,6.00390291250814e-12,"7","CAPG",0.221
"NFKB1",7.31271080615707e-15,0.517927608536085,0.48,0.222,1.42466231925552e-10,"7","NFKB1",0.258
"TNFRSF25",8.04778716349408e-15,0.39153942473849,0.463,0.208,1.56786989519192e-10,"7","TNFRSF25",0.255
"IFITM31",1.77112287903405e-13,0.265136307830326,0.252,0.076,3.45050159293413e-09,"7","IFITM3",0.176
"RGS16",3.49040948479464e-13,0.364307897246429,0.333,0.121,6.80001575827691e-09,"7","RGS16",0.212
"XCL11",1.39731367146945e-12,0.461639936184871,0.268,0.088,2.72224649475678e-08,"7","XCL1",0.18
"LTB2",1.44510958076397e-12,0.612232781080989,0.756,0.52,2.81536248524436e-08,"7","LTB",0.236
"TTN1",3.91357485272991e-12,0.41740089448598,0.39,0.165,7.6244265280884e-08,"7","TTN",0.225
"SKAP2",2.71491979125577e-11,0.287023594072405,0.333,0.136,5.2892067373245e-07,"7","SKAP2",0.197
"BST2",2.94512750373585e-11,0.382972190227399,0.488,0.261,5.73769740277818e-07,"7","BST2",0.227
"SKIL",1.78437011970134e-10,0.474380926199116,0.553,0.34,3.47630986720215e-06,"7","SKIL",0.213
"HLA-DRA2",1.82300933241374e-10,0.680473718235128,0.431,0.214,3.55158678140845e-06,"7","HLA-DRA",0.217
"CD632",2.1734189027212e-10,0.46280577767731,0.61,0.377,4.23425470628144e-06,"7","CD63",0.233
"NCOA7",2.38501679351651e-10,0.404046100795562,0.431,0.221,4.64648971712887e-06,"7","NCOA7",0.21
"NAP1L1",3.1740062738046e-10,0.337224851657281,0.87,0.678,6.18359902262611e-06,"7","NAP1L1",0.192
"CD743",3.30146007163843e-10,0.709010092106365,0.789,0.554,6.43190451156599e-06,"7","CD74",0.235
"TCF71",3.52548640457224e-10,0.470803644489668,0.553,0.344,6.86835261338764e-06,"7","TCF7",0.209
"H3F3A",3.70957009231654e-10,0.339021429984864,0.951,0.896,7.22698445385109e-06,"7","H3F3A",0.0549999999999999
"CD811",6.7601804185093e-10,0.328153368821438,0.642,0.419,1.31701834913398e-05,"7","CD81",0.223
"FTH11",7.29706839338137e-10,0.561172226403542,1,0.959,1.42161486439856e-05,"7","FTH1",0.041
"PPP3CA",2.46590276361423e-09,0.271113515122171,0.423,0.214,4.80407176407325e-05,"7","PPP3CA",0.209
"CD83",2.61792572201502e-08,0.682615236484146,0.301,0.144,0.000510024289162966,"7","CD83",0.157
"IL7R2",3.90711853211634e-08,0.581339815360485,0.837,0.661,0.000761184832426905,"7","IL7R",0.176
"TAGLN2",2.55760072227269e-07,0.279949215757166,0.61,0.406,0.00498271772713165,"7","TAGLN2",0.204
"HSPB11",3.38109344901897e-07,0.301255295893312,0.537,0.339,0.00658704625737876,"7","HSPB1",0.198
"S100A112",3.88159847326053e-07,0.541181265225907,0.642,0.43,0.00756213014560616,"7","S100A11",0.212
"GLUL",3.9992007686504e-07,0.258022377060352,0.317,0.157,0.00779124293748472,"7","GLUL",0.16
"NR4A12",8.25080971816185e-07,0.527851806032449,0.553,0.391,0.0160742274929229,"7","NR4A1",0.162
"AC007952.4",1.0566171016155e-06,0.258242950170204,0.35,0.186,0.0205850143736733,"7","AC007952.4",0.164
"ENO11",1.13264167753471e-06,0.298431402180363,0.634,0.436,0.0220661251617313,"7","ENO1",0.198
"FTL1",1.29757713386198e-06,0.96793175173976,0.976,0.94,0.0252793977218991,"7","FTL",0.036
"HSPD12",4.78786235402639e-06,0.36454979724165,0.78,0.576,0.0932771343811421,"7","HSPD1",0.204
"NFKBIZ1",8.07586093787142e-06,0.353949983553572,0.512,0.342,0.157333922791611,"7","NFKBIZ",0.17
"VAMP8",9.48731414298517e-06,0.251312088861464,0.496,0.335,0.184831854133637,"7","VAMP8",0.161
"AC020916.1",2.32351688901334e-05,0.331399995087195,0.39,0.256,0.452667560317579,"7","AC020916.1",0.134
"PRMT9",3.63461975388333e-05,0.258073215404207,0.366,0.228,0.708096620451549,"7","PRMT9",0.138
"ARL4A",3.69029697576109e-05,0.291639545240112,0.366,0.23,0.718943656817776,"7","ARL4A",0.136
"HLA-DQA11",5.05013951221393e-05,0.257617523379601,0.252,0.133,0.983868179769518,"7","HLA-DQA1",0.119
"GPR1832",5.40814748290282e-05,0.317551166540011,0.398,0.248,1,"7","GPR183",0.15
"LMNA",5.52951098693038e-05,0.427593849797232,0.293,0.173,1,"7","LMNA",0.12
"HSP90AB12",0.000117576666460089,0.290633864681586,0.992,0.931,1,"7","HSP90AB1",0.0609999999999999
"HLA-DRB12",0.000156717255190514,0.414830126589406,0.447,0.304,1,"7","HLA-DRB1",0.143
"REL4",0.000203627114184466,0.443761998392281,0.748,0.592,1,"7","REL",0.156
"CTSD",0.000214257123636371,0.276279377616197,0.415,0.279,1,"7","CTSD",0.136
"ZFP36L11",0.000216402593841681,0.376386503347841,0.854,0.742,1,"7","ZFP36L1",0.112
"ARL5B",0.000226328386995054,0.326369078342245,0.293,0.175,1,"7","ARL5B",0.118
"TNFSF10",0.000335153551552637,0.262055781612686,0.293,0.175,1,"7","TNFSF10",0.118
"CHMP1B2",0.00035033493358049,0.257913407828578,0.496,0.359,1,"7","CHMP1B",0.137
"UBB2",0.000358687568778037,0.251530081923241,0.967,0.904,1,"7","UBB",0.0629999999999999
"DUSP12",0.000602813750515193,0.300053273586531,0.748,0.613,1,"7","DUSP1",0.135
"PSAP",0.000669536294223276,0.446809757291851,0.333,0.228,1,"7","PSAP",0.105
"ZFP362",0.000877997833536558,0.447114714419443,0.732,0.674,1,"7","ZFP36",0.0579999999999999
"FOSB2",0.000954920594763757,0.395561449055945,0.87,0.801,1,"7","FOSB",0.069
"CD72",0.00106336091431354,0.294079619828533,0.512,0.427,1,"7","CD7",0.085
"IER51",0.00119017586521105,0.288482560690211,0.569,0.469,1,"7","IER5",0.1
"JUND2",0.00165459043783506,0.291962051776884,0.951,0.936,1,"7","JUND",0.0149999999999999
"FOS2",0.00239858112222702,0.328542860016598,0.846,0.813,1,"7","FOS",0.033
"PRDX11",0.00325116979349048,0.326969789524817,0.415,0.325,1,"7","PRDX1",0.09
"VIM1",0.00363237182520069,0.293663810703327,0.935,0.879,1,"7","VIM",0.056
"LGALS31",0.00838723564615178,0.302902410988157,0.252,0.172,1,"7","LGALS3",0.08
